id,batch_id,job_configuration_id,moodys_workflow_id,status,skipped,parent_job_id,created_ts,submitted_ts,completed_ts
26,202,26,MW-PF-202019,FINISHED,FALSE,NULL,2025-10-14 06:38:00,2025-10-14 07:00:00,2025-10-14 12:00:00
27,202,27,MW-PF-202020,FINISHED,FALSE,NULL,2025-10-14 06:40:00,2025-10-14 07:00:00,2025-10-14 13:00:00
28,202,28,MW-PF-202021,FINISHED,FALSE,NULL,2025-10-14 06:42:00,2025-10-14 07:00:00,2025-10-14 07:00:00
29,202,29,MW-PF-202022,FINISHED,FALSE,NULL,2025-10-14 06:44:00,2025-10-14 07:00:00,2025-10-14 08:00:00
30,202,30,MW-PF-202023,FINISHED,FALSE,NULL,2025-10-14 06:46:00,2025-10-14 07:00:00,2025-10-14 09:00:00
31,202,31,MW-PF-202024,FINISHED,FALSE,NULL,2025-10-14 06:48:00,2025-10-14 07:00:00,2025-10-14 10:00:00
32,202,32,MW-PF-202025,FINISHED,FALSE,NULL,2025-10-14 06:50:00,2025-10-14 07:00:00,2025-10-14 11:00:00
33,202,33,MW-PF-202026,FINISHED,FALSE,NULL,2025-10-14 06:52:00,2025-10-14 07:00:00,2025-10-14 12:00:00
34,202,34,MW-PF-202027,FINISHED,FALSE,NULL,2025-10-14 06:54:00,2025-10-14 07:00:00,2025-10-14 13:00:00
35,202,35,MW-PF-202028,FINISHED,FALSE,NULL,2025-10-14 06:56:00,2025-10-14 07:00:00,2025-10-14 07:00:00
36,202,36,MW-PF-202029,FINISHED,FALSE,NULL,2025-10-14 06:58:00,2025-10-14 07:00:00,2025-10-14 08:00:00
37,202,37,MW-PF-202030,FINISHED,FALSE,NULL,2025-10-14 07:00:00,2025-10-14 07:00:00,2025-10-14 09:00:00
38,202,38,MW-PF-202031,FINISHED,FALSE,NULL,2025-10-14 07:02:00,2025-10-14 07:00:00,2025-10-14 10:00:00
39,202,39,MW-PF-202032,FINISHED,FALSE,NULL,2025-10-14 07:04:00,2025-10-14 07:00:00,2025-10-14 11:00:00
40,202,40,MW-PF-202033,FINISHED,FALSE,NULL,2025-10-14 07:06:00,2025-10-14 07:00:00,2025-10-14 12:00:00
41,202,41,MW-PF-202034,FINISHED,FALSE,NULL,2025-10-14 07:08:00,2025-10-14 07:00:00,2025-10-14 13:00:00
42,202,42,MW-PF-202035,FINISHED,FALSE,NULL,2025-10-14 07:10:00,2025-10-14 07:00:00,2025-10-14 07:00:00
43,202,43,MW-PF-202036,FINISHED,FALSE,NULL,2025-10-14 07:12:00,2025-10-14 07:00:00,2025-10-14 08:00:00
44,202,44,MW-PF-202037,FINISHED,FALSE,NULL,2025-10-14 07:14:00,2025-10-14 07:00:00,2025-10-14 09:00:00
45,202,45,MW-PF-202038,FINISHED,FALSE,NULL,2025-10-14 07:16:00,2025-10-14 07:00:00,2025-10-14 10:00:00
46,202,46,MW-PF-202039,FINISHED,FALSE,NULL,2025-10-14 07:18:00,2025-10-14 07:00:00,2025-10-14 11:00:00
47,202,47,MW-PF-202040,FINISHED,FALSE,NULL,2025-10-14 07:20:00,2025-10-14 07:00:00,2025-10-14 12:00:00
48,202,48,MW-PF-202041,FINISHED,FALSE,NULL,2025-10-14 07:22:00,2025-10-14 07:00:00,2025-10-14 13:00:00
49,202,49,MW-PF-202042,FINISHED,FALSE,NULL,2025-10-14 07:24:00,2025-10-14 07:00:00,2025-10-14 07:00:00
50,202,50,MW-PF-202043,FINISHED,FALSE,NULL,2025-10-14 07:26:00,2025-10-14 07:00:00,2025-10-14 08:00:00
51,202,51,MW-PF-202044,FINISHED,FALSE,NULL,2025-10-14 07:28:00,2025-10-14 07:00:00,2025-10-14 09:00:00
52,202,52,MW-PF-202045,FINISHED,FALSE,NULL,2025-10-14 07:30:00,2025-10-14 07:00:00,2025-10-14 10:00:00
53,202,53,MW-PF-202046,FINISHED,FALSE,NULL,2025-10-14 07:32:00,2025-10-14 07:00:00,2025-10-14 11:00:00
54,202,54,MW-PF-202047,FINISHED,FALSE,NULL,2025-10-14 07:34:00,2025-10-14 07:00:00,2025-10-14 12:00:00
55,202,55,MW-PF-202048,FINISHED,FALSE,NULL,2025-10-14 07:36:00,2025-10-14 07:00:00,2025-10-14 13:00:00
56,202,56,MW-PF-202049,FINISHED,FALSE,NULL,2025-10-14 07:38:00,2025-10-14 07:00:00,2025-10-14 07:00:00
57,202,57,MW-PF-202050,FINISHED,FALSE,NULL,2025-10-14 07:40:00,2025-10-14 07:00:00,2025-10-14 08:00:00
58,202,58,MW-PF-202051,FINISHED,FALSE,NULL,2025-10-14 07:42:00,2025-10-14 07:00:00,2025-10-14 09:00:00
59,202,59,MW-PF-202052,FINISHED,FALSE,NULL,2025-10-14 07:44:00,2025-10-14 07:00:00,2025-10-14 10:00:00
60,202,60,MW-PF-202053,FINISHED,FALSE,NULL,2025-10-14 07:46:00,2025-10-14 07:00:00,2025-10-14 11:00:00
61,202,61,MW-PF-202054,FINISHED,FALSE,NULL,2025-10-14 07:48:00,2025-10-14 07:00:00,2025-10-14 12:00:00
62,202,62,MW-PF-202055,FINISHED,FALSE,NULL,2025-10-14 07:50:00,2025-10-14 07:00:00,2025-10-14 13:00:00
63,202,63,MW-PF-202056,FINISHED,FALSE,NULL,2025-10-14 07:52:00,2025-10-14 07:00:00,2025-10-14 07:00:00
64,202,64,MW-PF-202057,FINISHED,FALSE,NULL,2025-10-14 07:54:00,2025-10-14 07:00:00,2025-10-14 08:00:00
65,202,65,MW-PF-202058,FINISHED,FALSE,NULL,2025-10-14 07:56:00,2025-10-14 07:00:00,2025-10-14 09:00:00
66,202,66,MW-PF-202059,FINISHED,FALSE,NULL,2025-10-14 07:58:00,2025-10-14 07:00:00,2025-10-14 10:00:00
67,202,67,MW-PF-202060,FINISHED,FALSE,NULL,2025-10-14 08:00:00,2025-10-14 07:00:00,2025-10-14 11:00:00
68,202,68,MW-PF-202061,FINISHED,FALSE,NULL,2025-10-14 08:02:00,2025-10-14 07:00:00,2025-10-14 12:00:00
69,202,69,MW-PF-202062,FINISHED,FALSE,NULL,2025-10-14 08:04:00,2025-10-14 07:00:00,2025-10-14 13:00:00
70,202,70,MW-PF-202063,FINISHED,FALSE,NULL,2025-10-14 08:06:00,2025-10-14 07:00:00,2025-10-14 07:00:00
71,202,71,MW-PF-202064,FINISHED,FALSE,NULL,2025-10-14 08:08:00,2025-10-14 07:00:00,2025-10-14 08:00:00
72,202,72,MW-PF-202065,FINISHED,FALSE,NULL,2025-10-14 08:10:00,2025-10-14 07:00:00,2025-10-14 09:00:00
73,202,73,MW-PF-202066,FINISHED,FALSE,NULL,2025-10-14 08:12:00,2025-10-14 07:00:00,2025-10-14 10:00:00
74,202,74,MW-PF-202067,FINISHED,FALSE,NULL,2025-10-14 08:14:00,2025-10-14 07:00:00,2025-10-14 11:00:00
75,202,75,MW-PF-202068,FINISHED,FALSE,NULL,2025-10-14 08:16:00,2025-10-14 07:00:00,2025-10-14 12:00:00
76,202,76,MW-PF-202069,FINISHED,FALSE,NULL,2025-10-14 08:18:00,2025-10-14 07:00:00,2025-10-14 13:00:00
77,202,77,MW-PF-202070,FINISHED,FALSE,NULL,2025-10-14 08:20:00,2025-10-14 07:00:00,2025-10-14 07:00:00
78,203,78,MW-MRI-203001,FINISHED,FALSE,NULL,2025-10-14 15:02:00,2025-10-14 16:00:00,2025-10-14 17:00:00
79,203,79,MW-MRI-203002,FINISHED,FALSE,NULL,2025-10-14 15:04:00,2025-10-14 16:00:00,2025-10-14 18:00:00
80,203,80,MW-MRI-203003,FINISHED,FALSE,NULL,2025-10-14 15:06:00,2025-10-14 16:00:00,2025-10-14 19:00:00
81,203,81,MW-MRI-203004,FINISHED,FALSE,NULL,2025-10-14 15:08:00,2025-10-14 16:00:00,2025-10-14 20:00:00
82,203,82,MW-MRI-203005,FINISHED,FALSE,NULL,2025-10-14 15:10:00,2025-10-14 16:00:00,2025-10-14 21:00:00
83,203,83,MW-MRI-203006,FINISHED,FALSE,NULL,2025-10-14 15:12:00,2025-10-14 16:00:00,2025-10-14 22:00:00
84,203,84,MW-MRI-203007,FINISHED,FALSE,NULL,2025-10-14 15:14:00,2025-10-14 16:00:00,2025-10-14 16:00:00
85,203,85,MW-MRI-203008,FINISHED,FALSE,NULL,2025-10-14 15:16:00,2025-10-14 16:00:00,2025-10-14 17:00:00
86,203,86,MW-MRI-203009,FINISHED,FALSE,NULL,2025-10-14 15:18:00,2025-10-14 16:00:00,2025-10-14 18:00:00
87,203,87,MW-MRI-203010,FINISHED,FALSE,NULL,2025-10-14 15:20:00,2025-10-14 16:00:00,2025-10-14 19:00:00
88,203,88,MW-MRI-203011,FINISHED,FALSE,NULL,2025-10-14 15:22:00,2025-10-14 16:00:00,2025-10-14 20:00:00
89,203,89,MW-MRI-203012,FINISHED,FALSE,NULL,2025-10-14 15:24:00,2025-10-14 16:00:00,2025-10-14 21:00:00
90,203,90,MW-MRI-203013,FINISHED,FALSE,NULL,2025-10-14 15:26:00,2025-10-14 16:00:00,2025-10-14 22:00:00
91,203,91,MW-MRI-203014,FINISHED,FALSE,NULL,2025-10-14 15:28:00,2025-10-14 16:00:00,2025-10-14 16:00:00
92,203,92,MW-MRI-203015,FINISHED,FALSE,NULL,2025-10-14 15:30:00,2025-10-14 16:00:00,2025-10-14 17:00:00
93,203,93,MW-MRI-203016,FINISHED,FALSE,NULL,2025-10-14 15:32:00,2025-10-14 16:00:00,2025-10-14 18:00:00
94,203,94,MW-MRI-203017,FINISHED,FALSE,NULL,2025-10-14 15:34:00,2025-10-14 16:00:00,2025-10-14 19:00:00
95,203,95,MW-MRI-203018,FINISHED,FALSE,NULL,2025-10-14 15:36:00,2025-10-14 16:00:00,2025-10-14 20:00:00
96,203,96,MW-MRI-203019,FINISHED,FALSE,NULL,2025-10-14 15:38:00,2025-10-14 16:00:00,2025-10-14 21:00:00
97,203,97,MW-MRI-203020,FINISHED,FALSE,NULL,2025-10-14 15:40:00,2025-10-14 16:00:00,2025-10-14 22:00:00
98,203,98,MW-MRI-203021,FINISHED,FALSE,NULL,2025-10-14 15:42:00,2025-10-14 16:00:00,2025-10-14 16:00:00
99,203,99,MW-MRI-203022,FINISHED,FALSE,NULL,2025-10-14 15:44:00,2025-10-14 16:00:00,2025-10-14 17:00:00
100,203,100,MW-MRI-203023,FINISHED,FALSE,NULL,2025-10-14 15:46:00,2025-10-14 16:00:00,2025-10-14 18:00:00
101,203,101,MW-MRI-203024,FINISHED,FALSE,NULL,2025-10-14 15:48:00,2025-10-14 16:00:00,2025-10-14 19:00:00
102,203,102,MW-MRI-203025,FINISHED,FALSE,NULL,2025-10-14 15:50:00,2025-10-14 16:00:00,2025-10-14 20:00:00
103,203,103,MW-MRI-203026,FINISHED,FALSE,NULL,2025-10-14 15:52:00,2025-10-14 16:00:00,2025-10-14 21:00:00
104,203,104,MW-MRI-203027,FINISHED,FALSE,NULL,2025-10-14 15:54:00,2025-10-14 16:00:00,2025-10-14 22:00:00
105,203,105,MW-MRI-203028,FINISHED,FALSE,NULL,2025-10-14 15:56:00,2025-10-14 16:00:00,2025-10-14 16:00:00
106,203,106,MW-MRI-203029,FINISHED,FALSE,NULL,2025-10-14 15:58:00,2025-10-14 16:00:00,2025-10-14 17:00:00
107,203,107,MW-MRI-203030,FINISHED,FALSE,NULL,2025-10-14 16:00:00,2025-10-14 16:00:00,2025-10-14 18:00:00
108,203,108,MW-MRI-203031,FINISHED,FALSE,NULL,2025-10-14 16:02:00,2025-10-14 16:00:00,2025-10-14 19:00:00
109,203,109,MW-MRI-203032,FINISHED,FALSE,NULL,2025-10-14 16:04:00,2025-10-14 16:00:00,2025-10-14 20:00:00
110,203,110,MW-MRI-203033,FINISHED,FALSE,NULL,2025-10-14 16:06:00,2025-10-14 16:00:00,2025-10-14 21:00:00
111,203,111,MW-MRI-203034,FINISHED,FALSE,NULL,2025-10-14 16:08:00,2025-10-14 16:00:00,2025-10-14 22:00:00
112,203,112,MW-MRI-203035,FINISHED,FALSE,NULL,2025-10-14 16:10:00,2025-10-14 16:00:00,2025-10-14 16:00:00
113,203,113,MW-MRI-203036,FINISHED,FALSE,NULL,2025-10-14 16:12:00,2025-10-14 16:00:00,2025-10-14 17:00:00
114,203,114,MW-MRI-203037,FINISHED,FALSE,NULL,2025-10-14 16:14:00,2025-10-14 16:00:00,2025-10-14 18:00:00
115,203,115,MW-MRI-203038,FINISHED,FALSE,NULL,2025-10-14 16:16:00,2025-10-14 16:00:00,2025-10-14 19:00:00
116,203,116,MW-MRI-203039,FINISHED,FALSE,NULL,2025-10-14 16:18:00,2025-10-14 16:00:00,2025-10-14 20:00:00
117,203,117,MW-MRI-203040,FINISHED,FALSE,NULL,2025-10-14 16:20:00,2025-10-14 16:00:00,2025-10-14 21:00:00
118,203,118,MW-MRI-203041,FINISHED,FALSE,NULL,2025-10-14 16:22:00,2025-10-14 16:00:00,2025-10-14 22:00:00
119,203,119,MW-MRI-203042,FINISHED,FALSE,NULL,2025-10-14 16:24:00,2025-10-14 16:00:00,2025-10-14 16:00:00
120,203,120,MW-MRI-203043,FINISHED,FALSE,NULL,2025-10-14 16:26:00,2025-10-14 16:00:00,2025-10-14 17:00:00
121,203,121,MW-MRI-203044,FINISHED,FALSE,NULL,2025-10-14 16:28:00,2025-10-14 16:00:00,2025-10-14 18:00:00
122,203,122,MW-MRI-203045,FINISHED,FALSE,NULL,2025-10-14 16:30:00,2025-10-14 16:00:00,2025-10-14 19:00:00
123,203,123,MW-MRI-203046,FINISHED,FALSE,NULL,2025-10-14 16:32:00,2025-10-14 16:00:00,2025-10-14 20:00:00
124,203,124,MW-MRI-203047,FINISHED,FALSE,NULL,2025-10-14 16:34:00,2025-10-14 16:00:00,2025-10-14 21:00:00
125,203,125,MW-MRI-203048,FINISHED,FALSE,NULL,2025-10-14 16:36:00,2025-10-14 16:00:00,2025-10-14 22:00:00
126,203,126,MW-MRI-203049,FINISHED,FALSE,NULL,2025-10-14 16:38:00,2025-10-14 16:00:00,2025-10-14 16:00:00
127,203,127,MW-MRI-203050,FINISHED,FALSE,NULL,2025-10-14 16:40:00,2025-10-14 16:00:00,2025-10-14 17:00:00
128,203,128,MW-MRI-203051,FINISHED,FALSE,NULL,2025-10-14 16:42:00,2025-10-14 16:00:00,2025-10-14 18:00:00
129,203,129,MW-MRI-203052,FINISHED,FALSE,NULL,2025-10-14 16:44:00,2025-10-14 16:00:00,2025-10-14 19:00:00
130,203,130,MW-MRI-203053,FINISHED,FALSE,NULL,2025-10-14 16:46:00,2025-10-14 16:00:00,2025-10-14 20:00:00
131,203,131,MW-MRI-203054,FINISHED,FALSE,NULL,2025-10-14 16:48:00,2025-10-14 16:00:00,2025-10-14 21:00:00
132,203,132,MW-MRI-203055,FINISHED,FALSE,NULL,2025-10-14 16:50:00,2025-10-14 16:00:00,2025-10-14 22:00:00
133,203,133,MW-MRI-203056,FINISHED,FALSE,NULL,2025-10-14 16:52:00,2025-10-14 16:00:00,2025-10-14 16:00:00
134,203,134,MW-MRI-203057,FINISHED,FALSE,NULL,2025-10-14 16:54:00,2025-10-14 16:00:00,2025-10-14 17:00:00
135,203,135,MW-MRI-203058,FINISHED,FALSE,NULL,2025-10-14 16:56:00,2025-10-14 16:00:00,2025-10-14 18:00:00
136,203,136,MW-MRI-203059,FINISHED,FALSE,NULL,2025-10-14 16:58:00,2025-10-14 16:00:00,2025-10-14 19:00:00
137,203,137,MW-MRI-203060,FINISHED,FALSE,NULL,2025-10-14 17:00:00,2025-10-14 16:00:00,2025-10-14 20:00:00
138,203,138,MW-MRI-203061,FINISHED,FALSE,NULL,2025-10-14 17:02:00,2025-10-14 16:00:00,2025-10-14 21:00:00
139,203,139,MW-MRI-203062,FINISHED,FALSE,NULL,2025-10-14 17:04:00,2025-10-14 16:00:00,2025-10-14 22:00:00
140,203,140,MW-MRI-203063,FINISHED,FALSE,NULL,2025-10-14 17:06:00,2025-10-14 16:00:00,2025-10-14 16:00:00
141,203,141,MW-MRI-203064,FINISHED,FALSE,NULL,2025-10-14 17:08:00,2025-10-14 16:00:00,2025-10-14 17:00:00
142,203,142,MW-MRI-203065,FINISHED,FALSE,NULL,2025-10-14 17:10:00,2025-10-14 16:00:00,2025-10-14 18:00:00
143,203,143,MW-MRI-203066,FINISHED,FALSE,NULL,2025-10-14 17:12:00,2025-10-14 16:00:00,2025-10-14 19:00:00
144,203,144,MW-MRI-203067,FINISHED,FALSE,NULL,2025-10-14 17:14:00,2025-10-14 16:00:00,2025-10-14 20:00:00
145,203,145,MW-MRI-203068,FINISHED,FALSE,NULL,2025-10-14 17:16:00,2025-10-14 16:00:00,2025-10-14 21:00:00
146,203,146,MW-MRI-203069,FINISHED,FALSE,NULL,2025-10-14 17:18:00,2025-10-14 16:00:00,2025-10-14 22:00:00
147,203,147,MW-MRI-203070,FINISHED,FALSE,NULL,2025-10-14 17:20:00,2025-10-14 16:00:00,2025-10-14 16:00:00
148,204,148,MW-RT-204001,FINISHED,FALSE,NULL,2025-10-15 00:02:00,2025-10-15 01:00:00,2025-10-15 02:00:00
149,204,149,MW-RT-204002,FINISHED,FALSE,NULL,2025-10-15 00:04:00,2025-10-15 01:00:00,2025-10-15 03:00:00
150,204,150,MW-RT-204003,FINISHED,FALSE,NULL,2025-10-15 00:06:00,2025-10-15 01:00:00,2025-10-15 04:00:00
151,205,151,MW-UPG-205001,FINISHED,FALSE,NULL,2025-10-15 06:02:00,2025-10-15 07:00:00,2025-10-15 08:00:00
152,205,152,MW-UPG-205002,FINISHED,FALSE,NULL,2025-10-15 06:04:00,2025-10-15 07:00:00,2025-10-15 09:00:00
153,205,153,MW-UPG-205003,FINISHED,FALSE,NULL,2025-10-15 06:06:00,2025-10-15 07:00:00,2025-10-15 10:00:00
154,205,154,MW-UPG-205004,FINISHED,FALSE,NULL,2025-10-15 06:08:00,2025-10-15 07:00:00,2025-10-15 07:00:00
155,205,155,MW-UPG-205005,FINISHED,FALSE,NULL,2025-10-15 06:10:00,2025-10-15 07:00:00,2025-10-15 08:00:00
156,205,156,MW-UPG-205006,FINISHED,FALSE,NULL,2025-10-15 06:12:00,2025-10-15 07:00:00,2025-10-15 09:00:00
157,205,157,MW-UPG-205007,FINISHED,FALSE,NULL,2025-10-15 06:14:00,2025-10-15 07:00:00,2025-10-15 10:00:00
158,206,158,MW-GEO-206001,FINISHED,FALSE,NULL,2025-10-15 12:02:00,2025-10-15 13:00:00,2025-10-15 14:00:00
159,206,159,MW-GEO-206002,FINISHED,FALSE,NULL,2025-10-15 12:04:00,2025-10-15 13:00:00,2025-10-15 15:00:00
160,206,160,MW-GEO-206003,FINISHED,FALSE,NULL,2025-10-15 12:06:00,2025-10-15 13:00:00,2025-10-15 16:00:00
161,206,161,MW-GEO-206004,FINISHED,FALSE,NULL,2025-10-15 12:08:00,2025-10-15 13:00:00,2025-10-15 17:00:00
162,206,162,MW-GEO-206005,FINISHED,FALSE,NULL,2025-10-15 12:10:00,2025-10-15 13:00:00,2025-10-15 18:00:00
163,206,163,MW-GEO-206006,FINISHED,FALSE,NULL,2025-10-15 12:12:00,2025-10-15 13:00:00,2025-10-15 19:00:00
164,206,164,MW-GEO-206007,FINISHED,FALSE,NULL,2025-10-15 12:14:00,2025-10-15 13:00:00,2025-10-15 13:00:00
165,206,165,MW-GEO-206008,FINISHED,FALSE,NULL,2025-10-15 12:16:00,2025-10-15 13:00:00,2025-10-15 14:00:00
166,206,166,MW-GEO-206009,FINISHED,FALSE,NULL,2025-10-15 12:18:00,2025-10-15 13:00:00,2025-10-15 15:00:00
167,206,167,MW-GEO-206010,FINISHED,FALSE,NULL,2025-10-15 12:20:00,2025-10-15 13:00:00,2025-10-15 16:00:00
168,206,168,MW-GEO-206011,FINISHED,FALSE,NULL,2025-10-15 12:22:00,2025-10-15 13:00:00,2025-10-15 17:00:00
169,206,169,MW-GEO-206012,FINISHED,FALSE,NULL,2025-10-15 12:24:00,2025-10-15 13:00:00,2025-10-15 18:00:00
170,206,170,MW-GEO-206013,FINISHED,FALSE,NULL,2025-10-15 12:26:00,2025-10-15 13:00:00,2025-10-15 19:00:00
171,206,171,MW-GEO-206014,FINISHED,FALSE,NULL,2025-10-15 12:28:00,2025-10-15 13:00:00,2025-10-15 13:00:00
172,206,172,MW-GEO-206015,FINISHED,FALSE,NULL,2025-10-15 12:30:00,2025-10-15 13:00:00,2025-10-15 14:00:00
173,206,173,MW-GEO-206016,FINISHED,FALSE,NULL,2025-10-15 12:32:00,2025-10-15 13:00:00,2025-10-15 15:00:00
174,206,174,MW-GEO-206017,FINISHED,FALSE,NULL,2025-10-15 12:34:00,2025-10-15 13:00:00,2025-10-15 16:00:00
175,206,175,MW-GEO-206018,FINISHED,FALSE,NULL,2025-10-15 12:36:00,2025-10-15 13:00:00,2025-10-15 17:00:00
176,206,176,MW-GEO-206019,FINISHED,FALSE,NULL,2025-10-15 12:38:00,2025-10-15 13:00:00,2025-10-15 18:00:00
177,206,177,MW-GEO-206020,FINISHED,FALSE,NULL,2025-10-15 12:40:00,2025-10-15 13:00:00,2025-10-15 19:00:00
178,206,178,MW-GEO-206021,FINISHED,FALSE,NULL,2025-10-15 12:42:00,2025-10-15 13:00:00,2025-10-15 13:00:00
179,206,179,MW-GEO-206022,FINISHED,FALSE,NULL,2025-10-15 12:44:00,2025-10-15 13:00:00,2025-10-15 14:00:00
180,206,180,MW-GEO-206023,FINISHED,FALSE,NULL,2025-10-15 12:46:00,2025-10-15 13:00:00,2025-10-15 15:00:00
181,206,181,MW-GEO-206024,FINISHED,FALSE,NULL,2025-10-15 12:48:00,2025-10-15 13:00:00,2025-10-15 16:00:00
182,206,182,MW-GEO-206025,FINISHED,FALSE,NULL,2025-10-15 12:50:00,2025-10-15 13:00:00,2025-10-15 17:00:00
183,206,183,MW-GEO-206026,FINISHED,FALSE,NULL,2025-10-15 12:52:00,2025-10-15 13:00:00,2025-10-15 18:00:00
184,206,184,MW-GEO-206027,FINISHED,FALSE,NULL,2025-10-15 12:54:00,2025-10-15 13:00:00,2025-10-15 19:00:00
185,206,185,MW-GEO-206028,FINISHED,FALSE,NULL,2025-10-15 12:56:00,2025-10-15 13:00:00,2025-10-15 13:00:00
186,206,186,MW-GEO-206029,FINISHED,FALSE,NULL,2025-10-15 12:58:00,2025-10-15 13:00:00,2025-10-15 14:00:00
187,206,187,MW-GEO-206030,FINISHED,FALSE,NULL,2025-10-15 13:00:00,2025-10-15 13:00:00,2025-10-15 15:00:00
188,206,188,MW-GEO-206031,FINISHED,FALSE,NULL,2025-10-15 13:02:00,2025-10-15 13:00:00,2025-10-15 16:00:00
189,206,189,MW-GEO-206032,FINISHED,FALSE,NULL,2025-10-15 13:04:00,2025-10-15 13:00:00,2025-10-15 17:00:00
190,206,190,MW-GEO-206033,FINISHED,FALSE,NULL,2025-10-15 13:06:00,2025-10-15 13:00:00,2025-10-15 18:00:00
191,206,191,MW-GEO-206034,FINISHED,FALSE,NULL,2025-10-15 13:08:00,2025-10-15 13:00:00,2025-10-15 19:00:00
192,206,192,MW-GEO-206035,FINISHED,FALSE,NULL,2025-10-15 13:10:00,2025-10-15 13:00:00,2025-10-15 13:00:00
193,206,193,MW-GEO-206036,FINISHED,FALSE,NULL,2025-10-15 13:12:00,2025-10-15 13:00:00,2025-10-15 14:00:00
194,206,194,MW-GEO-206037,FINISHED,FALSE,NULL,2025-10-15 13:14:00,2025-10-15 13:00:00,2025-10-15 15:00:00
195,206,195,MW-GEO-206038,FINISHED,FALSE,NULL,2025-10-15 13:16:00,2025-10-15 13:00:00,2025-10-15 16:00:00
196,206,196,MW-GEO-206039,FINISHED,FALSE,NULL,2025-10-15 13:18:00,2025-10-15 13:00:00,2025-10-15 17:00:00
197,206,197,MW-GEO-206040,FINISHED,FALSE,NULL,2025-10-15 13:20:00,2025-10-15 13:00:00,2025-10-15 18:00:00
198,206,198,MW-GEO-206041,FINISHED,FALSE,NULL,2025-10-15 13:22:00,2025-10-15 13:00:00,2025-10-15 19:00:00
199,206,199,MW-GEO-206042,FINISHED,FALSE,NULL,2025-10-15 13:24:00,2025-10-15 13:00:00,2025-10-15 13:00:00
